alpha,l1,l2,lr,wd,AUC,nDCG,KT
1.0,0.1,0.1,0.0001,0.001,0.97679,0.99706,0.309843
1.0,0.1,0.1,0.0001,0.0001,0.980021,0.996796,0.316296
1.0,0.1,1.0,0.01,0.1,0.984574,0.998113,0.351807
1.0,0.1,1.0,0.01,0.01,0.980107,0.995314,0.300562
1.0,0.1,1.0,0.01,0.001,0.963909,0.993177,0.290492
1.0,0.1,1.0,0.01,0.0001,0.944501,0.995148,0.274202
1.0,0.1,1.0,0.001,0.1,0.964976,0.994722,0.291377
1.0,0.1,1.0,0.001,0.01,0.903788,0.992631,0.232956
1.0,0.1,1.0,0.001,0.001,0.914578,0.988441,0.242527
1.0,0.1,1.0,0.001,0.0001,0.924297,0.991521,0.250314
1.0,0.1,1.0,0.0001,0.1,0.910841,0.989444,0.247309
1.0,0.1,1.0,0.0001,0.01,0.855502,0.987173,0.198084
1.0,0.1,1.0,0.0001,0.001,0.89697,0.988485,0.244083
1.0,0.1,1.0,0.0001,0.0001,0.817323,0.984742,0.176377
1.0,0.1,10.0,0.01,0.1,0.983629,0.997039,0.314063
1.0,0.1,10.0,0.01,0.01,0.951686,0.991137,0.260749
1.0,0.1,10.0,0.01,0.001,0.966264,0.993401,0.268773
1.0,0.1,10.0,0.01,0.0001,0.971444,0.9936,0.281909
1.0,0.1,10.0,0.001,0.1,0.900294,0.987059,0.242932
1.0,0.1,10.0,0.001,0.01,0.882271,0.984658,0.21997
1.0,0.1,10.0,0.001,0.001,0.859145,0.984408,0.201561
1.0,0.1,10.0,0.001,0.0001,0.890152,0.985556,0.20991
1.0,0.1,10.0,0.0001,0.1,0.80188,0.984132,0.185002
1.0,0.1,10.0,0.0001,0.01,0.838608,0.97989,0.190917
1.0,0.1,10.0,0.0001,0.001,0.821925,0.98207,0.195252
1.0,0.1,10.0,0.0001,0.0001,0.845765,0.986852,0.209346
1.0,1.0,0.0,0.01,0.1,0.988341,0.998607,0.351814
1.0,1.0,0.0,0.01,0.01,0.989983,0.998877,0.354335
1.0,1.0,0.0,0.01,0.001,0.983871,0.998987,0.351904
1.0,1.0,0.0,0.01,0.0001,0.983553,0.998748,0.343397
1.0,1.0,0.0,0.001,0.1,0.983289,0.999046,0.357284
1.0,1.0,0.0,0.001,0.01,0.987649,0.999073,0.354064
1.0,1.0,0.0,0.001,0.001,0.988407,0.998842,0.350602
1.0,1.0,0.0,0.001,0.0001,0.986451,0.998841,0.349331
1.0,1.0,0.0,0.0001,0.1,0.984373,0.998142,0.335833
1.0,1.0,0.0,0.0001,0.01,0.982815,0.997883,0.327345
1.0,1.0,0.0,0.0001,0.001,0.987729,0.998638,0.341571
1.0,1.0,0.0,0.0001,0.0001,0.98804,0.998684,0.343047
1.0,1.0,0.1,0.01,0.1,0.986846,0.998667,0.35541
1.0,1.0,0.1,0.01,0.01,0.985907,0.998826,0.356443
1.0,1.0,0.1,0.01,0.001,0.98606,0.998966,0.352436
1.0,1.0,0.1,0.01,0.0001,0.985959,0.99881,0.347467
1.0,1.0,0.1,0.001,0.1,0.985533,0.998892,0.351322
1.0,1.0,0.1,0.001,0.01,0.987774,0.998839,0.349852
1.0,1.0,0.1,0.001,0.001,0.985997,0.998823,0.348755
1.0,1.0,0.1,0.001,0.0001,0.988179,0.998961,0.351034
1.0,1.0,0.1,0.0001,0.1,0.98991,0.99843,0.336414
1.0,1.0,0.1,0.0001,0.01,0.985471,0.998293,0.336516
1.0,1.0,0.1,0.0001,0.001,0.986326,0.998308,0.334741
1.0,1.0,0.1,0.0001,0.0001,0.984262,0.99857,0.340605
1.0,1.0,1.0,0.01,0.1,0.987136,0.998644,0.347474
1.0,1.0,1.0,0.01,0.01,0.984256,0.998343,0.336871
1.0,1.0,1.0,0.01,0.001,0.985197,0.998015,0.327437
1.0,1.0,1.0,0.01,0.0001,0.987143,0.998022,0.326485
1.0,1.0,1.0,0.001,0.1,0.986981,0.998686,0.345139
1.0,1.0,1.0,0.001,0.01,0.989758,0.998067,0.32655
1.0,1.0,1.0,0.001,0.001,0.987836,0.998085,0.330427
1.0,1.0,1.0,0.001,0.0001,0.987285,0.998024,0.323097
1.0,1.0,1.0,0.0001,0.1,0.981233,0.997493,0.319074
1.0,1.0,1.0,0.0001,0.01,0.960575,0.993792,0.27945
1.0,1.0,1.0,0.0001,0.001,0.968632,0.99599,0.314845
1.0,1.0,1.0,0.0001,0.0001,0.971949,0.99594,0.303353
1.0,1.0,10.0,0.01,0.1,0.987306,0.99871,0.341261
1.0,1.0,10.0,0.01,0.01,0.948054,0.98979,0.266906
1.0,1.0,10.0,0.01,0.001,0.963989,0.992881,0.276394
1.0,1.0,10.0,0.01,0.0001,0.975523,0.994244,0.283491
1.0,1.0,10.0,0.001,0.1,0.95419,0.993039,0.268695
1.0,1.0,10.0,0.001,0.01,0.919363,0.989337,0.249034
1.0,1.0,10.0,0.001,0.001,0.97731,0.995688,0.295963
1.0,1.0,10.0,0.001,0.0001,0.972737,0.99463,0.290443
1.0,1.0,10.0,0.0001,0.1,0.873982,0.990268,0.219364
1.0,1.0,10.0,0.0001,0.01,0.848099,0.988917,0.208596
1.0,1.0,10.0,0.0001,0.001,0.878113,0.984902,0.237999
1.0,1.0,10.0,0.0001,0.0001,0.816787,0.978919,0.179799
1.0,10.0,0.0,0.01,0.1,0.985023,0.998736,0.353248
1.0,10.0,0.0,0.01,0.01,0.986416,0.998876,0.348303
1.0,10.0,0.0,0.01,0.001,0.989934,0.998599,0.344506
1.0,10.0,0.0,0.01,0.0001,0.986056,0.998725,0.348518
1.0,10.0,0.0,0.001,0.1,0.98901,0.998904,0.350059
1.0,10.0,0.0,0.001,0.01,0.987545,0.999093,0.353118
1.0,10.0,0.0,0.001,0.001,0.988494,0.998997,0.351992
1.0,10.0,0.0,0.001,0.0001,0.986877,0.998863,0.350373
1.0,10.0,0.0,0.0001,0.1,0.986998,0.99829,0.332864
1.0,10.0,0.0,0.0001,0.01,0.987341,0.998779,0.343848
1.0,10.0,0.0,0.0001,0.001,0.987278,0.998425,0.33569
1.0,10.0,0.0,0.0001,0.0001,0.985859,0.998152,0.332935
1.0,10.0,0.1,0.01,0.1,0.988823,0.998731,0.353868
1.0,10.0,0.1,0.01,0.01,0.985199,0.998995,0.353529
1.0,10.0,0.1,0.01,0.001,0.98679,0.99867,0.341943
1.0,10.0,0.1,0.01,0.0001,0.986215,0.998764,0.352773
1.0,10.0,0.1,0.001,0.1,0.987143,0.998625,0.343464
1.0,10.0,0.1,0.001,0.01,0.986063,0.998899,0.351399
1.0,10.0,0.1,0.001,0.001,0.988099,0.999075,0.356373
1.0,10.0,0.1,0.001,0.0001,0.988137,0.998987,0.350543
1.0,10.0,0.1,0.0001,0.1,0.988556,0.998782,0.34509
1.0,10.0,0.1,0.0001,0.01,0.987465,0.998583,0.341254
1.0,10.0,0.1,0.0001,0.001,0.985087,0.998632,0.343703
1.0,10.0,0.1,0.0001,0.0001,0.987299,0.998676,0.343752
1.0,10.0,1.0,0.01,0.1,0.988601,0.998774,0.352406
1.0,10.0,1.0,0.01,0.01,0.987895,0.998976,0.352069
1.0,10.0,1.0,0.01,0.001,0.986468,0.998874,0.348617
1.0,10.0,1.0,0.01,0.0001,0.986908,0.998302,0.337477
1.0,10.0,1.0,0.001,0.1,0.989446,0.999128,0.354889
1.0,10.0,1.0,0.001,0.01,0.986357,0.998735,0.345674
1.0,10.0,1.0,0.001,0.001,0.987777,0.998901,0.349446
1.0,10.0,1.0,0.001,0.0001,0.986402,0.998801,0.34757
1.0,10.0,1.0,0.0001,0.1,0.972548,0.997021,0.304922
1.0,10.0,1.0,0.0001,0.01,0.990215,0.998079,0.33175
1.0,10.0,1.0,0.0001,0.001,0.980699,0.998227,0.330542
1.0,10.0,1.0,0.0001,0.0001,0.986499,0.998346,0.334717
1.0,10.0,10.0,0.01,0.1,0.986849,0.998486,0.34047
1.0,10.0,10.0,0.01,0.01,0.988172,0.998113,0.32618
1.0,10.0,10.0,0.01,0.001,0.987019,0.998196,0.332492
1.0,10.0,10.0,0.01,0.0001,0.986832,0.997981,0.32526
1.0,10.0,10.0,0.001,0.1,0.985395,0.998265,0.333167
1.0,10.0,10.0,0.001,0.01,0.98705,0.998198,0.329184
1.0,10.0,10.0,0.001,0.001,0.989436,0.998446,0.335771
1.0,10.0,10.0,0.001,0.0001,0.987033,0.99822,0.334187
1.0,10.0,10.0,0.0001,0.1,0.984249,0.997556,0.318017
1.0,10.0,10.0,0.0001,0.01,0.97313,0.9966,0.311262
1.0,10.0,10.0,0.0001,0.001,0.978975,0.997179,0.308827
1.0,10.0,10.0,0.0001,0.0001,0.970957,0.995647,0.30395
